code,ko_name,en_name,description,page
ENG1108,공학정보처리 과목,,"이수 시 해당 대학교양 영역으로 인정함 자연과우주영역에서 공학화학및실험 로 인정됨 (1)(2), 공학물리학및실험 (1)(2) 을 모두 이수한 경우 공학화학및실험은 생명과환경영역으 , 2023 학번 종별 교양기초 영역 필수선택/ 필수 교과목명학점( ) 기독교의이해 채플 학점 글쓰기 (4P/2 ), (3), (3) 이수학점 8 교육RC 필수 Yonsei RC101(1), 사회참여 (1) 2 문학과예술 인간과역사 , , 언어와표현 가치와윤리 , , 국가와사회 지역과세계 , 논리와수리 선택 필수 6 개 영역 중 개 영역 필수 이수 4 공학수학 공학수학 공학수학 공학수학 2(3), 1(3), 3(3), 4(3), 12 12 대학교양 정보와기술 필수 공학정보처리(3) 3 자연과우주 필수 공학물리학및실험 1(3), 공학물리학및실험 2(3) 6 전공기초 전공필수 자연과우주 생명과환경 선택 필수 필수 공학화학및실험 공학화학및실험 1(3), 공학생물학및실험 공학생물학및실험 1(3), 공학기초설계 디스플레이공학입문 기초현대물리학 2(3) 2(3) (3), (3), (3) 기초회로이론 아날로그디스플레이실험 전기전자기초실험 디지털디스플레이실험 디지털논리회로 전자회로 1(3), 디스플레이공학개론 전자기학 광전자소자 광학 (3), 인턴쉽 기술특강 종합설계 (3), (3)(= (3), (3), (3), (3), (3), (3), (3), (3) 1), 6 9 36 전공선택 필수 백플레인실험 프론트플레인실험 모듈패키지실험 (3), 시뮬레이션실험 개 과목 중 개 과목 필수 이수 4 (3), TCAD (3) 1 (3), 3 선택 재료열역학 물리전자 반도체소자 디스플레이기술탐구 (1), (3), (3), (3), 18 공과대학 ■ 235",236
DIT2010,기초회로이론,(Basic Circuit Theory),"회로의 기초개념 회로소자 모델 키르히호프 법칙 기본 회로 회로에 관한 정리 회로 응답 정현파 회로 가변회로의 공진 결 , 합회로 비정현파 푸리에 급수전개 컴퓨터를 이용한 회로해석 등을 학습한다 . , , , , , , , , , ,",238
DIT2050,전자회로,(1)(Electronic Circuits ) Ⅰ,"다이오드와 트랜지스터를 이용한 전자회로의 기초적 이해 바이폴라 및 , 의 이해 및 설계 차동 증폭기 및 다단 증폭기의 구조 및 특성 , FET 소자의 특성 이해 이러한 소자를 이용한 증폭 회로 ,",238
DIT2102,디지털논리회로,(Digital Logic Circuits),디지털 논리회로의 기본적인 논리소자의 특성 이해와 논리회로의 설계 방법을 익히고 이를 바탕으로 다양한 디지털 논리회로를 설계하고 CAD 도구들을 익히는 데 목적이 있다 .,238
DIT2104,아날로그디스플레이실험,(Analog Display Experiment),디스플레이에 기초가 되는 소자에 대한 이론을 바탕으로 다양한 디스플레이 소자를 제작 및 분석하여 디스플레이 소자에 대한 심 화적 지식을 습득하는 데 목적이 있다.,238
DIT2105,디스플레이공학개론,(Introduction to Display Engineering),디스플레이 분야 국내외 연구자들의 세미나를 통해 연구 분야 및 동향에 대해 파악하고 학생들의 발표와 토론을 통해서 디스플 레이 전반에 대한 이해를 돕는다.,238
DIT2210,물리전자,(Physical Electronics),"전자공학의 물리학적 기초와 특히 반도체의 근본적 이해를 위한 양자역학적 해석 기초 양자 물리 양자 물리를 이용한 고체 물 , , 공과대학 ■ 237",238
DIT3101,디지털디스플레이실험,(Digital Display Experiment),"본 실험의 목표는 디지털논리회로 과목의 이론적 내용을 실험을 통하여 검증하고 학생들로 하여금 이를 응용한 프로젝트를 수행 할 수 있는 능력을 함양하는데 있다. ,",239
DIT3102,(Electromagnetics) 전하 및 전류가 만드는 전자기적 특성을 이해하고 학습함. (LGD Internship),,전자기학,239
DIT4101 LGD,인턴십,,"졸업전 방학 동안 디스플레이에서 진행되는 인턴 실험 실습으로 학교에서 습득한 이론적 경험적 지식을 현장실습으로 경험 한다. LG ,",239
DIT4102,아날로그집적회로실험,(Analog Integrated Circuit),"Analog CMOS 에 대하여 심도 있는 내용을 다룬다. 집적회로 설계에 필요한 주요 개념인 전압이득 주파수 특성 및 보상 그리고 각종 궤환 , , (feedback) 회로 설계",239
DIT4101,종합설계,(Undergraduate Capstone Design),"팀 프로젝트 과목으로서 학부 교과과정에서 습득한 모든 전공지식을 이용하여 실질적인 공학 문제를 해결하는 연구를 수행하는 , 것을 목적으로 한다 각 팀 . (2~5) 은 전기전자공학부 소속 지도교수의 지도하에 연구 주제를 선정하고 연구를 수행한다 .",239
DIT4102,인턴십,(Internship),"졸업전 방학 동안 디스플레이에서 진행되는 인턴 실험 실습으로 학교에서 습득한 이론적 경험적 지식을 현장실습으로 경험 한다. LG , 2. 전공기초",239
DIT1101,디스플레이공학기초,(Introduction of Display Engineering),. 디스플레이공학 전반에 관한 포괄적인 이해와 디스플레이 소재 소자를 이해하는데 필요한 기초이론을 설명한다 /,239
ENG1107,"공학기초설계 ,",(Introduction to Engineering Design),"공학 분야 공학의 역사 및 사회적 역할에 대한 이해를 통해 공학에 가까워지며 리더십과 의사소통을 배양 창의적 사고 방법 습 . 득 윤리적 사고 및 태도를 양성 팀 활동을 통한 창의적 문제해결을 할 수 있는 경험을 제공한다 , , DIT2101 , 디스플레이공학입문 (Gateway to Display World) , 디스플레이공학의 전반적인 학습 및 연구 내용들을 조망하고 향후 디스플레이 설계 공정 소자 엔지니어링 을 수행하는 데 필요한 기초 원리 및 산업 응용 예들을 탐색하고자 한다. , / , SW 등의 심화학습",239
DIT2103,물리화학,(Physical Chemistry),"공학에 관련된 물리 화학의 기초를 전달하고 열역학 화학 평형을 파악하고 분석할 수 있는 능력을 제공하며 주요 엔리니어링 과 목에 대한 통찰력을 제공하기 위해 개설된 강좌입니다. ,",239
DIT2106,기초현대물리학,(Basic Modern Physics),"물리학적 기초와 특히 반도체의 근본적 이해를 위한 양자역학적 해석 기초 양자 물리 양자 물리를 이용한 고체 물리 화합물 반 도체 등을 학습한다. , , , 3. 전공선택",239
DIT2230,재료열역학,(1) (Thermodynamics of Materials (1)) Gibbs,"소재의 안정성을 열역학적인 변수인 엔탈피 엔트로피 및 해한다. , 자유에너지로 설명하고 온도와 압력에 따른 평형 상태도를 이 ,",239
DIT3003,"광학재료 및 소자 ,",(Optical Materials and Devices),"광학의 기초 이론 빛과 재료의 상호작용에 관한 강의를 바탕으로 광학재료에 관한 이해의 폭을 넓히고 이를 적용한 소자에 대해 서 학습한다. ,",239
DIT3103,반도체소자,(Semiconductor Devices),본 과목은 디스플레이의 기반이 되는 반도체 소자와 디스플레이 분야에 사용되는 기본 소자에 대한 기본 원리에 대한 지식을 키 우는 것을 목표로 합니다.,239
DIT3104,디스플레이기술탐구,(Display Technology Study),본 과목은 디스플레이와 관련된 기술의 연구를 함양하는데 목표로 한다 학생들은 최신 디스플레이 기술 동향을 공부하고 그를 기반으로 추후 연구 주제를 스스로 탐구한다. . 238 ■ 2025 연세대학교 대학요람,239
BCH3110,세포면역학,,"이중수강을 불허함 】 시스템생물학과 【 시스템생물학이란 생명현상과 그 원리를 이해하기 위하여 분자 세포수준으로부터 개체 나아가 전 지구적 생태계 수준에 이르기까지의 통합적 연구를 목표로 하는 학문이다 우리 학과에서는 현대 생명과학의 교육목표와 방향에 부합하도록 교과과 정을 운영하고 있으며 체계적이고 입체적인 학습을 위하여 강의중심 과목과 더불어 다양한 실험과목을 운영하고 있다 또한 학기별로 전공필수과목과 전공선택과목을 단계적이고도 조화롭게 편성하여 학생 개개인이 이해능력과 개인특성을 스스로 발전 . 시킬 수 있도록 유도하며 이로써 기초 및 응용분야에 지도적 공헌을 하는 창의적 인재를 양성하고자 한다 , , . , , . 시스템생물학은 인간을 포함한 모든 생명체의 생명현상을 규명하고 생명체 간 또는 생명체와 주변 환경 간의 상호관계 를 이해하고자 하는 학문이므로 그 연구분야는 방대하다 시스템생물학은 그 연구대상에 따라 편의상 동물학 식물학 미생물 학으로 분류하기도 하고 연구방법과 주제에 따라 세포학 유전학 유전체학 분자생물학 생화학 발생학 생리학 유전공학 등으로 분류할 수도 있다 현재 우리 학과에는 연구주제가 다양한 개의 연구실이 있으며 이들 실험실에서는 분자구조신호 전달 면역생리발달프로그래밍 후성유전학 인체질병분자기전 신경생물학 발생학 시스템당생물학 식물발달후성유전학 식물 유전체학 식물후성유전학 식물발달유전학 식물 생물학 미생물유전체학 융합미생물학 구조생물학 시스템생물정보학 등 을 전공한 교수들과 대학원생 및 연구원이 활발한 연구를 진행 중이다. , . , , , 16 , , . , , , , , , , , , , , , , , , , RNA , , , , , 졸업 후 진로는 대학원 진학 외국유학 취업 등으로 크게 분류할 수 있다 대학원 진학을 위해서는 가능한 한 많은 전 공과목과 실험과목을 이수하는 것이 바람직하며 학부성적이 우수한 학생이라면 대학원 입학에 무시험 선발도 가능하다 외국 유학을 위해서는 전공 탐색을 포함한 여러 사전준비가 필요하며 경험 많은 여러 교수들에게 문의할 것을 적극 권장한다 취. 업의 경우 여러 바이오 관련 기업 제약회사 국공립연구소 민간연구소 교직 등이 있으며 교직을 희망하는 경우에는 교직 , , . , , , , , , , . 생명시스템대학 ■ 241",242
LSB3202,세포생물학,I(Cell Biology I),"세포의 구성물질 세포화학 세포의 미세구조 세포막의 특성 세포소기관중 내막계 등에 관한 강의 . , , , ,",246
BIO3101,발생학,(Developmental Biology),"동물 발생과정의 개관 세포의 운명 결정과 분화에 대한 다양한 실험 접근법의 소개 및 이의 진화적 고찰 . ,",246
BIO3102,미생물학,(Microbiology),"미생물의 일반적 특성 세포학적 특성 배양방법 대사현상 성장 유전자 발현조절 바이러스의 특성 세균유전학 유전공학 미생물의 산업적 이용 등에 대한 강의. , , , , , , , , ,",246
BIO3105,식물분자생리학,(Plant Molecular Physiology),", 식물의 유전자발현 유전체의 구조와 특징 성장 발생 호르몬 영양 생화학 등 식물생리학의 전반적인 사항을 분자생물학의 개념을 도입하여 이해시키는 강의. , , , , ,",246
BIO3112,동물생리학,(Animal Physiology),"생명체의 총제적인 해석에 필수적인 , 호흡계 심혈관계 배설계 생식계 에 대한 해부생리학적 해석에 집중하며 후반부에서는 동물의 진화 역사에서 호흡계 및 , 순화계 장치를 갖추는 과정 내온성 획득과정 그리고 운동성 및 시각의 발달과정 등을 적응 진화적인 관점으로 조명한다 macrosystem 에 대한 이해를 높이기 위한 강좌로서 전반부는 인체시스템 소화계 ( ) , , , , .",246
BIO3119,유전학,(Genetics),"유전현상과 연관된 유전인자 사이의 상호작용 및 염색질구조와 기능 유전자 돌연변이의 역할을 살펴보고 집단 내의 유전인자 빈도와 변화요인에 대해서 강의. ,",246
BIO3712,분자생물학,(Molecular Biology),유전자의 구조 및 발현 조절 등을 강의.,246
BIO3715,분자생화학 (,(Molecular Biochemistry),". 생체분자 단백질 핵산 지질 탄수화물 등 들의 구조 생화학적 특성과 생체 내 대사에 대해서 강의 , , , ) , 2. 전공선택 학정번호 미정 최신생명과학개론 ( ) (Modern life sciences) 시스템생물학과 및 생화학과 전공 교수들이 주요 연구 테마를 중심으로 연구 수행을 통해 얻어진 주요 연구 성과 및 최신 연구 기 술 뿐 아니라 담당 강의 교과목을 소개함으로써 생명과학 분야의 새로운 변화와 발전 방향에 대한 폭넓은 학습을 시도한다.",246
CHE2103,유기화학,(1)(Organic Chemistry(1)),화학과 참조.,246
CHE3110,유기화학,(2)(Organic Chemistry(2)),화학과 참조.,246
BIO2207,생명체의 진화와 다양성,(Evolution and Diversity of Organisms),"생명체가 지구상에 태어난 후 어떠한 과정을 거쳐 진화해 왔으며 현재 다양한 생물종간의 유사성과 다양성을 다루며 이러한 교과목 운영을 통해 현대사회가 요구하는 통합적 사고능력을 갖춘 인재의 양성에 기여하고자 함. ,",246
BIO2205,( 진로개발세미나 시스템생물학과,)(Sophomore Career Seminar(Systems Biology)),"진로에 대한 구체적인 이해 증진 동문들에게 후배를 위한 진로지도에 참여를 제공함으로써 선 후배간 유대를 강화하고 소속감을 , . 생명시스템대학 ■ 245",246
BIO2503,현대생명과학연구세미나,(Faculty Seminars of Modern Biological Science and Research),"현대생명과학 연구 수행을 통해 얻어진 중요 발견 및 최신 연구 경향과 분석 기술 등을 소개하고 학과 교수들의 주 연구 테마를 중심으로 최근 성과를 학부생에게 소개하고 새로운 연구 아이디어를 모색하는 토론식 수업으로 진행될 예정임. ,",247
BIO3103,"(Plant Cell and Morphology) 식물세포 및 조직의 생리 생화학 구조적 특성에 관한 강의 . ,",,"식물세포형태학 ,",247
BIO3104,면역학,(Immunology),면역체계의 구성성분 및 면역반응에 대한 기본적인 개념에 대한 강의.,247
BIO3106,식물발생 분화학,(Plant Development & Differentiation),식물의 발달 및 분화에 대한 분자유전학적 작용기작에 대한 강의.,247
BIO3111,시스템생물학실험,II(Experiments in Systems Biology II),"생물학실험 에서 정제한 단백질의 특성 및 기능을 분석하기 위한 세포생물학 실험 및 특정 단백질과 상호작용하는 타깃 단백 질의 선별과 검증 생쥐의 면역 조직을 분석하고 세포를 분리하고 활성화하는 실험을 수행함 이를 통해 적응 면역계의 작동 원리를 이해함 (1) . , T .",247
BIO3113,시스템생물학실험,III(Experiments in Systems Biology III),". 식물분자생리 식물유전학 및 형질전환 식물체 제작에 관한 실험 ,",247
BIO3118,유전체학,(Genomics),"유전자의 총체인 유전체의 구조와 기능을 알아보기 위한 실험적인 접근 방식과 연구 결과를 소개하여 생명현상에 대한 유전체 수준의 이해를 강의. ,",247
BIO3121,감각과지각,(Sensation & Perception),시각 및 청각의 신경생물학적 기반과 마음의 작동 원리를 소개함.,247
BIO3502,시스템생물학실험,I(Experiments in Systems Biology I),"단백질 발현 정제 및 차원 구조 규명 및 미생물 분리 동정 특성조사와 유전체 분석 및 실험 . , 3 , ,",247
BIO3503,세포생물학,II (Cell Biology II),"세포생물학의 계속과목으로 세포소기관 형성기작 당생물학 조직형성 세포골격 신호전달 등에 관한 강의 . , , , ,",247
BIO3713 바이러스학(Virology),바이러스의 구조 특성 숙주와의 관계 및 생활사 등에 관한 강의,,", ,",247
BIO3716,"생체방어시스템 ,",(Defense Mechanisms of Living Systems) /,"인간 동물 면역 시스템 식물 방어 시스템 및 공생 기생 병원성 미생물의 질병 메커니즘을 분자 세포생리학 및 유전체 측면에서 강의하고 토의함. / / ,",247
BIO3718,조직학,(Histology),"인체의 다양한 시스템을 구성하는 네 개의 조직 상피조직 결합조직 근조직 신경조직 에 대해서 이들 조직의 구성 특징 분포 및 역할을 분자세포생물학적으로 해석하고 다양한 현미경적인 자료를 제공하여 이해 및 판독능력의 증진을 도모한다 마지막 두 강의는 조직학적인 개념을 활용하여 개 시스템 피부상피계 내분비계 의 해석을 시도한다 ( , , ) , ( 2 ) , .",247
BIO3719,후성유전학입문 뿐 아니라 환경요인이나 외부신호에 대한 유전자 상호작용이 중요하며 이런 반응의 우리의 운명을 결정하는 인자에는 일환으로 염색질의 구조변화가 동반된 새로운 유전자발현 조절기전의 역할에 의해 결정되는 멘델의 유전법칙에 예외적인 생명현상에 대한 강의.,(Introduction to Epigenetics),"DNA ,",247
BIO4104,세균학,"(Bacteriology) ,","미생물의 진화 및 상호연관성 세균의 종류와 독성 진핵세포 미생물의 특성 세균유전체 대사방법의 다양성 미생물생태 세균과 숙주와의 상호관계 등에 대한 강의. , , , ,",247
BIO4106,생물리학,(Biophysics),"생물학적 현상을 분석하기 위해 사용되는 물리 화학적인 최신 연구 방법과 기술에 관한 강의 . ,",247
BIO4717,바이오기술의최신동향과산업화,(Global Trend in Bio-World),"비약적인 발전을 거듭하고 있는 생물학은 좁게는 제반 학문에 넓게는 산업과 사회에서 인류문화에 이르기까지 큰 영향력을 미치고 있고 그 정도는 더 커져갈 것이다 이 강의는 이러한 생물학의 영향력과 미래적 잠재성을 고려하여 생물학에 대한 열정이 . 246 ■ 2025 연세대학교 대학요람 , . ,",247
BIO4912,시스템생물학창의실험,(Creative Research in Systems Biology),지도교수별 독립적 실험과제 수행. 시스템생물학실험 지도교수별 독립적 실험과제 수행.,248
BIO4913,IV(Experiments in Systems Biology IV),BIO4915,(Evolution Biology) 분자생물학적 방법을 이용한 생물의 진화에 대한 강의. 진화학,248
BIO4916,"분자생물학연구기법 ,",(Methods in Molecular Biology),"핵산의 추출원리 제한 효소 , gel electrophoresis and chromatography, centrifugation, bacterial transformation, Southern and Northern hybridization Western blotting, immunoprecipitation, cDNA (genomic DNA) library construction, Yeast Two (and Three) hybrid analysis, Immunofluorescence, ChIP assay, DNA microarray 과 같은 기본적인 실험방법의 원리 및 예상되는 문제점에 대한 강의 및 교과서에 많이 기술되지만 설명이 부족한 생체분자들 사이의 상호작용에 대한 연구방법 및 원리를 소개하는 강의. , DNA modifying enzyme 을 이용한 재조합 DNA 제조 및",248
BIO4108,분자암생물학,(Molecular Cancer Biology),"본 강의는 인간 암 발생 예방 및 치료법 개발에 대한 분자생물학적 메카니즘의 논의에 중점을 두고 있다 교과내용은 암세포의 특성 암 바이러스 암유발 유전자 암세포 성장인자 및 세포수용체 암 억제 유전자 암세포에서 세포주기 조절 세포 수명과 암 , 유전체 안정성 등에 관한 주제로 암의 분자적 발생기전과 최신 연구동향에 대하여 강의하고 최신 연구논문의 실험과정을 소개한 다. BIO4994 , . , , , , , , 시스템생명정보학 (Systems Bioinformatics) 최근 생명과학 기술의 발달로 오믹스 데이터를 비롯한 이미지 데이터 단백질 서열 등에서 방대한 양의 생물학적 데이터 들이 쏟아져 나오고 있고 그 범위는 기초과학 의학 헬스케어 등 다양한 분야를 넘나들고 있다 이러한 방대한 정보로부터 의미 있는 패턴을 찾아내기 위해 본 강의에 서는 오믹스 분석 이미지 분석 등에 필요한 통계와 생명정보 기법의 기초를 다지고자 한 다 이 수업을 통하여 바이오 데이터 분석에 유용한 통계와 머신러닝 기법을 숙지한 후 프로그래밍으로 실습하고 이 방법론이 시스템 생물학 연구에 어떻게 적용될 수 있는지 이해하는 것이 목표이다. , DNA, , , , . , . R , BIO**** 커리어연세현장실습 (Yonsei Industrial Career Pratice) 현장실습 프로그램",248
TTP3813,과학교재연구 및 지도법,,"과학교육 연구에서 학습자 중심의 측면을 강조한 강의로 과학교육에 관련된 이론 학습자료 프로그램에 대한 강의 학습자료를 과학교육 수업에 적용할 수 있는 지도 방법에 대한 강의. , , . 】 생화학과 【 생화학은 생명현상을 분자수준에서 이해하고자 하는 현대 생명과학 분야의 선도적인 학문이다 생화학 분야는 세기 등을 치료할 수 있는 신약개발 현대 생명과학 및 현대의학 발전에 지대한 공헌을 해 왔다 인간의 난치병인 암 당뇨 은 단백질의 기능 및 구조 규명과 유전자 발현의 조절이 핵심이며 이 신약개발 분야에서도 생화학의 기여는 필수적이다 한 편 인간게놈지도가 완성된 세기 포스트게놈 시대를 맞이하여 유전자 및 단백질의 기능을 총체적으로 규명하고자 하는 유 전체학과 단백체학의 발전에도 생화학 분야의 기여가 기대된다. 생화학전공 교과과정의 특성은 세포를 구성하는 단백질 핵산 지질 등의 여러 생체 분자의 화학적 특성을 학습하고 이 , 를 바탕으로 세포가 수행하는 다양한 생명현상을 분자수준에서 이해하고자 한다 이를 위하여 학년에서는 생화학전공의 핵 뿐 아니라 전공기초과목인 유기화학 심과목인 생화학 I, II 학년에서 분자생물 학 생체물리화학 세포생물학 세포생화학 분자생리학 단백질생화학 유전생화학 신경과학 등을 수강한다 학년에서는 , 세포면역학 생리생화학 병리생화학 암생물학 후성유전체학 실험생화학특론 발생생화학 암유전체학 등을 선택과목으로 수 , I, II 를 수강하여 기본적인 생화학 실험법을 직접 실험을 통하여 강한다 생화학 분야의 연구력을 갖추기 위하여 생화학실험 학습한다 특히 독립적이며 창의적인 연구역량을 배양하기 위하여 과제실험 및 창의실험에서는 학과 교수진의 연구실에 배치 되어 독자적인 프로젝트를 수행하게 된다. . , AIDS . , , 21 , , . , 2 와 병행하여 . , I, 를 수강한다 생화학 , I, II , 2, 3 I, II , , . 4 II, , , , , , , . , , . 21 . 생명시스템대학 ■ 247",248
CHE2103,유기화학,I(Organic Chemistry I),화학과 참조 2. 전공필수,252
LSB3101,생화학,I(Biochemistry I),생명체를 이루는 주요 물질들의 화학적 구조와 기능 및 효소반응의 특성에 관하여 강의,252
LSB3102,생화학,II(Biochemistry II),생체 내 물질대사와 그 조절에 관하여 강의,252
LSB3202,"세포생물학 ,","I(Cell Biology I) ,","세포의 구조와 기능 물질 수송 세포외 기질 신호전달에 대하여 강의 ,",252
BCH3109,분자생물학,(Molecular Biology),유전자의 구조 및 발현 조절 등을 강의,252
BCH3117,유전생화학,Biochemical Genetics,유전학의 기본원리 이외에 유전자의 구조 및 발현 졸절 메카니즘에 대한 생화학적 개념을 강의 .,252
BCH3124,생물정보통계학,(Biological Informatics and Stastics),생명 관련 데이터 및 통계를 분석하고 해석하는 방법을 강의 3. 전공선택 생명시스템대학 ■ 251,252
CHE3110,유기화학,II(Organic Chemistry II),화학과 참조,253
BCH2002,생화학과 진로개발세미나,(Sophomore Career Seminar),"생화학 전공교수들의 팀티징 과목으로서 최근 주목받는 학문분야와 연계된 연구실 연구 주제를 소개하고 생명과학의 최근 연구 동향과 연구법을 소개하는 강의이다 최근 생명과학 연구분야의 발전 방향에 대한 폭넓은 식견을 제시하는 것을 목표로 한다 , , . (Juniar Career Seminar) 생화학과 진로계획세미나",253
BCH3001,생화학 전공교수들의 팀티칭 과목으로서 학과의 전교수가 전반부와 후반부로 나누어 참여하며 참여하는 각 교수의 최근 연구활 동에 대한 소개를 통하여 현대생명과학의 주요 연구분야에 대한 폭넓은 학습을 시도한다.,,", 학정번호 미정 최신생명과학개론 ( ) (Modern life sciences) 생화학과 및 시스템생물학과 전공 교수들이 주요 연구 테마를 중심으로 연구 수행을 통해 얻어진 주요 연구 성과 및 최신 연구 기 술뿐 아니라 담당 강의 교과목을 소개함으로써 생명과학 분야의 새로운 변화와 발전 방향에 대한 폭넓은 학습을 시도한다.",253
BCH3102,생화학실험,I(Experimental Biochemistry I),단백질 등의 생체 물질의 분리 정제 및 정량에 관한 실험을 수행.,253
BCH3103,생체물리화학,(Biophysical Chemistry),"물리화학의 기본원리를 단백질 핵산 등의 생체물질을 중심으로 강의 (Molecular Physiology) ,",253
BCH3104,분자생리학,,인간 신체의 구조와 기능을 보다 자세히 이해하기 위해 해부학 및 생리학 강의.,253
BCH3107,II(Experimental Biochemistry II) 재조합 유전자 기법 및 단백질의 분리 정제 등의 실험을 수행.,,생화학실험,253
BCH3108,"단백질생화학 ,",(Protein Biochemistry),". 단백질의 정제 구조적 특성 질량분석 등의 화학적 분석 및 효소의 반응속도론을 강의 ,",253
BCH3110,세포면역학,(Cellular Immunology),미생물 감염에 대응하는 체내 면역 세포의 신호 전달체계를 이해하고 조절 기전의 이상으로 생기는 각종 질환 발생 기전을 세포 및 분자 생물학 수준에서 강의.,253
BCH3112,실험생화학특론,(Special Topics in Experimental Biochemistry),최신 생화학연구법의 이론적 배경 및 실험 방법을 강의.,253
BCH3113,발생생화학,(Developmental Biochemistry),발생의 기본원리와 그 조절에 관하여 강의.,253
BCH3115,세포생화학,"II(Cell Biochemistry II) ,","세포 골격계 물질이동 세포주기 등에 대하여 강의 . ,",253
BCH3116,"분자바이러스학 , ,",(Molecular Virology),"바이러스의 분류 구조 유전자 및 단백질 구조와 기능 생활사 숙주와의 관계 등을 분자생물학적 관점에서 강의 . , ,",253
BCH3117,유전생화학,(Biochemical Genetics),유전학의 기본원리 이외에 유전자의 구조 및 발현조절 메카니즘에 대한 생화학적 개념을 강의.,253
BCH3122,병리생화학,(Pathobiochemistry),"면역시스템과 질병 간의 상관관계를 이해하고 이에 대한 기전을 공부함으로써 다양한 질병들을 치료할 수 있는 방법들을 학습 한다. BCH3123 , 신경과학 (Neuroscience) 신경계의 구조와 기능을 이해하는 강의. (Stem Cell Biology)",253
BCH3125,줄기세포학,,"기초 생물학과 발생학을 바탕으로 줄기세포의 개념 종류 및 특성 그리고 줄기세포를 바탕으로 하는 응용 범위를 이해하고 습득 한다. ,",253
BCH4001,바이오의약품현장실습,(1)(Biochemistry and Industrial Practice(1),현장실습 프로그램,253
BCH4101,생화학과제실험,I(Independent Research Project I),지도교수의 지도하에 실험 과제를 받아 독립적으로 실험을 수행,253
BCH4102,생화학과제실험,II (Independent Research Project II),지도교수의 지도하에 실험 과제를 받아 독립적으로 실험을 수행 252 ■ 2025 연세대학교 대학요람 .,253
BCH4103,생화학특론,I(Special Topics in Biochemistry I),현대 생화학의 주요 과제에 대한 강의.,254
BCH4104,생화학특론,II(Special Topics in Biochemistry II),현대 생화학의 주요 과제에 대한 강의.,254
BCH4105,생화학특론,III(Special Topics in Biochemistry III),현대 생화학의 주요 과제에 대한 강의.,254
BCH4107,생화학창의실험,(Creative Research in Biochemistry),지도교수의 지도하에 실험 과제를 받아 독립적으로 실험을 수행.,254
BCH4108,생화학과제실험,III(Independent Research Project III),지도교수의 지도하에 실험 과제를 받아 독립적으로 실험을 수행.,254
BCH4109,생리생화학,(Physiological Biochemistry),인체 시스템 항상성 유지를 위한 각 기관의 상호관계 이해를 위한 기초 지식 및 개념에 대한 강의.,254
BCH4110,후성유전체학,(Epigenomics),후성유전학적인 유전자 발현 조절의 작용 기전 및 최신 연구 기법 등에 대한 강의.,254
BCH4111,암생물학,(Biology of Cancer),". 암의 발생 전이와 관련된 분자생물학 세포생물학 유전학적 접근 및 병인기전에 관한 강의 / , ,",254
BCH4112,유전체학,(Genomics),"유전체 분석과 전산 기술의 급속한 발전으로 다양한 생명체가 어떻게 설계되었는지 알 수 있게 되고 있다 본 강의에서는 새로이 개발되고 있는 많은 유전체 분석 기술에 대한 고찰을 하고 다양한 생명체 사이 및 인종간의 유전체의 차이들을 비교하여 생명체 진화에 관련된 유전체 설계의 근본 원리를 살펴보고자 한다 또한 유전체 변이와 질병의 상관관계를 분석하는 방법을 확인하여 유전체를 이용한 새로운 진단 및 치료제 개발 방법을 살펴보고자 한다. . , .",254
BCH4113,암유전체학,(Cancer Genomics),"다양한 유전체 분석 기술을 적용하여 암 발생의 원인 및 기전을 규명한 연구결과에 대해 고찰을 하고 이를 바탕으로 유전체 분석 기술을 이용한 암 진단 및 치료법 개발의 가능성을 살펴보고자 한다. , BCH**** 커리어연세현장실습 (Yonsei Industrial Career Pratice) 현장실습 프로그램 】 생명공학과 【 BT(Biotechnology) 분야의 중심 학문으로서 생명체에서 일어나는 현상 이나 특성을 공학적으로 탐구하여 우리의 실생활에 응용하는 실용적인 학문이다 생명공학은 질병의 원인 규명 및 치료기술의 개발 신약과 같은 질병치료제 및 식품 또는 화장품 분야의 생물산업소재 개발 동물복제 등 인류의 건강과 복지에 기여하는 21 생명공학은 세기의 국내외 산업을 이끌어갈 , 21 . , , . 세기 지식기반사회의 핵심분야로서 우리나라의 차세대 성장 동력산업을 이끌어갈 첨단 분야이다 본 생명공학 전공은 생명공학분야의 글로벌 인재 양성과 함께 진취적인 생명산업 전문가를 배출하고 있다 생명공학과 , . ( 졸업생들은 산업체 제약회사 바이오산업체 취업 국책 연구소 연구원 국내외 생명공학 대학원 및 의치학전문대학원 진학 변리사 등 다양한 분야로 진출하여 생명공학과 관련된 연구 및 산업체에서 중추적인 역할을 수행하고 있다. , ) , , 생명공학 전공에서는 기초 및 응용 지식을 이론과 실습을 통해 습득 이해함으로써 생명공학의 학문적 발전과 미래 바 , “ . 이오산업을 이끌어가는 경쟁력 있는 창의적 생명공학 인재양성 을 위해 다음과 같은 교육 비전과 목표를 설정하였다 ” 생명시스템대학 ■ 253",254
BTE2705,생명공학수학,(Engineering Mathmatics),기본적인 통계이론을 숙지하고 이를 응용하여 생물이 나타내는 여러 가지 현상들과 실험을 통하여 얻은 자료를 효과적으로 표시하고 통계이론을 이용하여 분석하는 방법을 배움,257
